Name,Score
hiva_agnostic,0.9664999999999999
BurkittLymphoma,0.8272727272727274
leukemia,0.900952380952381
tumors_C,0.6333333333333333
AP_Breast_Prostate,0.9927710843373493
AP_Endometrium_Breast,0.9802469135802468
AP_Omentum_Uterus,0.8609756097560977
AP_Omentum_Prostate,0.9726436781609195
AP_Colon_Lung,0.9297678518953865
AP_Breast_Omentum,0.9549019607843137
OVA_Breast,0.9533980582524272
AP_Uterus_Kidney,0.9583048530416951
OVA_Lung,0.9728155339805825
AP_Prostate_Uterus,0.9843454790823213
AP_Omentum_Lung,0.9115853658536585
AP_Endometrium_Colon,0.9653830227743271
OVA_Kidney,0.9838187702265373
AP_Colon_Prostate,0.9802816901408452
AP_Lung_Uterus,0.916
AP_Colon_Kidney,0.9743452877397832
OVA_Uterus,0.9294498381877023
OVA_Omentum,0.9533980582524272
AP_Ovary_Lung,0.9012499999999999
AP_Endometrium_Prostate,0.9846153846153847
OVA_Endometrium,0.9637540453074435
AP_Colon_Omentum,0.9449771689497718
AP_Prostate_Kidney,0.9848484848484848
AP_Breast_Colon,0.9523809523809523
OVA_Prostate,0.9974110032362459
AP_Omentum_Kidney,0.9762071992976296
AP_Breast_Uterus,0.9572866620910545
AP_Ovary_Kidney,0.9737935977066412
AP_Breast_Lung,0.9212765957446809
AP_Endometrium_Omentum,0.9272486772486772
AP_Prostate_Ovary,0.9962962962962962
AP_Colon_Ovary,0.9132517182130584
AP_Endometrium_Lung,0.9517780938833571
AP_Prostate_Lung,0.9743589743589745
AP_Omentum_Ovary,0.7745454545454546
AP_Endometrium_Kidney,0.978173076923077
AP_Breast_Kidney,0.9702066115702479
AP_Endometrium_Ovary,0.8685520361990949
AP_Colon_Uterus,0.9536585365853659
OVA_Colon,0.9644012944983817
AP_Ovary_Uterus,0.8229326923076922
AP_Lung_Kidney,0.9534798534798534
AP_Endometrium_Uterus,0.6972972972972974
AP_Breast_Ovary,0.9446822969758749
OVA_Ovary,0.9016181229773462
eating,0.39153439153439146
amazon-commerce-reviews,0.054666666666666676
arcene,0.8299999999999998
micro-mass,0.8583333333333334
micro-mass,0.6392067124332571
Bioresponse,0.722
CIFAR_10_small,0.22599999999999998
UMIST_Faces_Cropped,0.9547826086956522
STL-10,0.24600000000000005
arcene,0.79
guillermo,0.5485
riccardo,1.0
dilbert,0.8620000000000001
robert,0.229
SVHN_small,0.9489999999999998
kits-subset,0.6599999999999999
kits,0.601
toxicity,0.6549579831932772
Bioresponse,0.6995000000000001
