Name,Score
hiva_agnostic,0.966
BurkittLymphoma,0.8272727272727274
leukemia,0.8047619047619048
tumors_C,0.5833333333333333
AP_Breast_Prostate,0.9903320599471055
AP_Endometrium_Breast,0.9728395061728394
AP_Omentum_Uterus,0.8359756097560975
AP_Omentum_Prostate,0.9657471264367816
AP_Colon_Lung,0.8811930649426977
AP_Breast_Omentum,0.9478151260504202
OVA_Breast,0.9521035598705501
AP_Uterus_Kidney,0.9583390293916609
OVA_Lung,0.9689320388349515
AP_Prostate_Uterus,0.9844804318488529
AP_Omentum_Lung,0.8965853658536587
AP_Endometrium_Colon,0.9596687370600415
OVA_Kidney,0.9818770226537217
AP_Colon_Prostate,0.9830985915492958
AP_Lung_Uterus,0.9
AP_Colon_Kidney,0.9780316930775645
OVA_Uterus,0.9320388349514562
OVA_Omentum,0.946925566343042
AP_Ovary_Lung,0.8888942307692307
AP_Endometrium_Prostate,0.976923076923077
OVA_Endometrium,0.9592233009708739
AP_Colon_Omentum,0.8982115677321157
AP_Prostate_Kidney,0.9818181818181818
AP_Breast_Colon,0.9380952380952381
OVA_Prostate,0.996116504854369
AP_Omentum_Kidney,0.9672958735733099
AP_Breast_Uterus,0.9465797300388928
AP_Ovary_Kidney,0.9584328714763497
AP_Breast_Lung,0.9212765957446809
AP_Endometrium_Omentum,0.8912698412698413
AP_Prostate_Ovary,0.9887491264849755
AP_Colon_Ovary,0.8760094501718212
AP_Endometrium_Lung,0.9304409672830726
AP_Prostate_Lung,0.964102564102564
AP_Omentum_Ovary,0.7381818181818182
AP_Endometrium_Kidney,0.9657211538461539
AP_Breast_Kidney,0.973526170798898
AP_Endometrium_Ovary,0.7759426847662143
AP_Colon_Uterus,0.9414634146341463
OVA_Colon,0.9637540453074432
AP_Ovary_Uterus,0.7206730769230769
AP_Lung_Kidney,0.9405594405594406
AP_Endometrium_Uterus,0.6702702702702703
AP_Breast_Ovary,0.926265715256541
OVA_Ovary,0.9009708737864077
eating,0.3534391534391534
amazon-commerce-reviews,0.29333333333333333
arcene,0.8300000000000001
micro-mass,0.825
micro-mass,0.6268802440884821
Bioresponse,0.7334999999999999
CIFAR_10_small,0.2595
UMIST_Faces_Cropped,0.9495652173913044
STL-10,0.25949999999999995
arcene,0.79
guillermo,0.5415
riccardo,1.0
dilbert,0.8474999999999999
robert,0.2685
SVHN_small,0.9484999999999999
kits-subset,0.6599999999999999
kits,0.6130000000000001
toxicity,0.6495798319327731
Bioresponse,0.7075
