Name,Score
hiva_agnostic,0.9650000000000001
BurkittLymphoma,0.8272727272727274
leukemia,0.8047619047619048
tumors_C,0.5833333333333333
AP_Breast_Prostate,0.9879224213928886
AP_Endometrium_Breast,0.9654320987654321
AP_Omentum_Uterus,0.8359756097560975
AP_Omentum_Prostate,0.9657471264367816
AP_Colon_Lung,0.9005877167205407
AP_Breast_Omentum,0.9383193277310925
OVA_Breast,0.9359223300970875
AP_Uterus_Kidney,0.9583390293916609
OVA_Lung,0.966990291262136
AP_Prostate_Uterus,0.9844804318488529
AP_Omentum_Lung,0.8965853658536587
AP_Endometrium_Colon,0.9626086956521739
OVA_Kidney,0.9818770226537217
AP_Colon_Prostate,0.9830985915492958
AP_Lung_Uterus,0.9
AP_Colon_Kidney,0.9780316930775645
OVA_Uterus,0.936569579288026
OVA_Omentum,0.9488673139158577
AP_Ovary_Lung,0.901201923076923
AP_Endometrium_Prostate,0.976923076923077
OVA_Endometrium,0.9585760517799352
AP_Colon_Omentum,0.9092846270928463
AP_Prostate_Kidney,0.9818181818181818
AP_Breast_Colon,0.9333333333333333
OVA_Prostate,0.9974110032362459
AP_Omentum_Kidney,0.9672958735733099
AP_Breast_Uterus,0.9466026080988332
AP_Ovary_Kidney,0.9584089823220259
AP_Breast_Lung,0.9191489361702129
AP_Endometrium_Omentum,0.8912698412698413
AP_Prostate_Ovary,0.9887491264849755
AP_Colon_Ovary,0.8698024054982818
AP_Endometrium_Lung,0.9304409672830726
AP_Prostate_Lung,0.964102564102564
AP_Omentum_Ovary,0.7563636363636363
AP_Endometrium_Kidney,0.9688461538461539
AP_Breast_Kidney,0.9718595041322313
AP_Endometrium_Ovary,0.7991704374057316
AP_Colon_Uterus,0.9439024390243901
OVA_Colon,0.9540453074433657
AP_Ovary_Uterus,0.7515865384615384
AP_Lung_Kidney,0.9508824508824508
AP_Endometrium_Uterus,0.6702702702702703
AP_Breast_Ovary,0.9096670064559973
OVA_Ovary,0.8970873786407768
eating,0.3671957671957672
amazon-commerce-reviews,0.038
arcene,0.8300000000000001
micro-mass,0.8055555555555556
micro-mass,0.5795575896262395
Bioresponse,0.72
CIFAR_10_small,0.2475
UMIST_Faces_Cropped,0.9495652173913044
STL-10,0.25250000000000006
arcene,0.79
guillermo,0.5455
riccardo,1.0
dilbert,0.8550000000000001
robert,0.2545
SVHN_small,0.9489999999999998
kits-subset,0.6599999999999999
kits,0.601
armstrong-2002-v1,0.8742857142857142
bittner-2000,0.7428571428571429
khan-2001,0.8316176470588236
toxicity,0.6495798319327731
Bioresponse,0.716
